Fare,Age,Pclass,SibSp,Parch,Sex_male,Embarked_Q,Embarked_S,Survived,FamilySize,IsAlone,TicketGroupSize,Log_Fare,Sqrt_Fare,Title_Capt,Title_Col,Title_Don,Title_Dr,Title_Jonkheer,Title_Lady,Title_Major,Title_Master,Title_Miss,Title_Mlle,Title_Mme,Title_Mr,Title_Mrs,Title_Ms,Title_Rev,Title_Sir,Title_the Countess,Age_Group_Child,Age_Group_nan
-0.3120106021758714,-0.5657364610748746,1.0,0.125,0.0,1.0,0.0,1.0,0,1.125,0,1,-0.3739818513068788,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.4612422909015312,0.6638610320657843,0.0,0.125,0.0,0.0,0.0,0.0,1,1.125,0,1,1.2416275682420583,1.568834692025113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.2827766613540295,-0.2583370877897099,1.0,0.0,0.0,0.0,0.0,1.0,1,1.0,1,1,-0.332367996444908,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.6737318966114614,0.4333115021019107,0.0,0.125,0.0,0.0,0.0,1.0,1,1.125,0,2,0.9834752106057543,1.2937279067143375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.277362968609244,0.4333115021019107,1.0,0.0,0.0,1.0,0.0,1.0,0,1.0,1,1,-0.32484821415469367,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.2596796826276765,-0.1046374011471275,1.0,0.0,0.0,1.0,1.0,0.0,0,1.0,1,1,-0.30067232512740333,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.6201363384380845,1.893458525206443,0.0,0.0,0.0,1.0,0.0,1.0,0,1.0,1,1,0.963226353990886,1.2728457638056876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.2867438153974083,-2.1027333275006983,1.0,0.375,0.1666666666666666,1.0,0.0,1.0,0,1.5416666666666663,0,4,0.2521148531645178,0.5354846546796727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.1438266578892661,-0.1814872444684187,1.0,0.0,0.3333333333333333,0.0,0.0,1.0,1,1.3333333333333333,0,3,-0.15528242087544106,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.6763477929457417,-1.180535207645204,0.5,0.125,0.0,0.0,0.0,0.0,1,1.125,0,2,0.5166174942226801,0.8224036678819846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0972645693299147,-1.949033640858116,1.0,0.125,0.1666666666666666,0.0,0.0,1.0,1,1.2916666666666663,0,2,0.09282032753853213,0.3118726812818248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.5238635576190146,2.200857898491608,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,1,1,0.421248924135102,0.723784192711484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.277362968609244,-0.719436147717457,1.0,0.0,0.0,1.0,0.0,1.0,0,1.0,1,1,-0.32484821415469367,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.7285011433719076,0.7407108753870755,1.0,0.125,0.8333333333333333,1.0,0.0,1.0,0,1.9583333333333333,0,7,0.5472546418614799,0.8535227843308623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.2858429769246761,-1.180535207645204,1.0,0.0,0.0,0.0,0.0,1.0,0,1.0,1,1,-0.3366524205479082,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0669478899591157,1.9703083685277345,0.5,0.0,0.0,0.0,0.0,1.0,1,1.0,1,1,0.06480213322552236,0.25874290320531634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.6353856281615965,-2.1027333275006983,1.0,0.5,0.1666666666666666,1.0,1.0,0.0,0,1.6666666666666663,0,5,0.49187863474185484,0.7971108004296494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.0629807359157369,-0.1046374011471275,0.5,0.0,0.0,1.0,0.0,1.0,1,1.0,1,1,-0.06505143763353603,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.1535669738756842,0.125912128816746,1.0,0.125,0.0,0.0,0.0,1.0,0,1.125,0,1,0.14285885839019707,0.3918762226464936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.3130933407248285,-0.1046374011471275,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1,1,-0.37555686313005193,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.5000433095419583,0.4333115021019107,0.5,0.0,0.0,1.0,0.0,1.0,0,1.0,1,2,0.40549398071931875,0.7071374049942192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.0629807359157369,0.3564616587806195,0.5,0.0,0.0,1.0,0.0,1.0,1,1.0,1,1,-0.06505143763353603,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
